location,first_rental_day,return_date,gear_name,description,price
Bad Ragaz ,2023-12-15,2023-12-16,Skiboots economy,;Allround ski boot;Comfortable wearing;Excellent driving performance;,€25.20
Bad Ragaz ,2023-12-15,2023-12-16,Alpine touring ski Superior,;Incl. poles and skins;Light weight;Easy to handle;,€82.80
Bad Ragaz ,2023-12-15,2023-12-16,Alpine touring Premium,;Incl. skins and poles;With the best skiservice;For your adventure in the alps;,€63.90
Bad Ragaz ,2023-12-15,2023-12-16,Ski jacket and ski pants,;Best fit & extremely comfortable;Wonderfully warming & super light;Windproof/waterproof & breathable;High-end ski suit for all weather conditions;,€79.00
Bad Ragaz ,2023-12-15,2023-12-16,Alpine touring ski boots Premium,;Touring ski boots of different quality brands;Different sizes available for perfect fit;High wearing comfort on the way to the summit;,€32.40
Bad Ragaz ,2023-12-15,2023-12-16,Ski helmet,;Optimal wearing comfort;Perfect protection;Verified material;,€9.90
Bad Ragaz ,2023-12-15,2023-12-16,Snowboard Premium,;Top Performance;Supporting swing release;Perfect for powder;,€63.90
Bad Ragaz ,2023-12-15,2023-12-16,Snowboard Economy,;Lightweight and stable board;Tolerance for failures;Stable Board;,€45.00
Bad Ragaz ,2023-12-15,2023-12-16,Snowboard Superior,;Unbelieveable edge stability;Extreme Performance;Control in all situations;,€82.80
Bad Ragaz ,2023-12-15,2023-12-16,Snowboard boots economy,;Easy entry & exit;Safe stand;Best processing;,€25.20
Bad Ragaz ,2023-12-15,2023-12-16,Snow shoes incl. poles,;Great natural experience;Easy going on snow;Highest comfort;,€23.40
Bad Ragaz ,2023-12-15,2023-12-17,Ski Superior,;For skiers who want something special;High end skis from this season;Free ski-model exchange;Free daily service;,€118.80
Bad Ragaz ,2023-12-15,2023-12-17,Ski Premium,;For beginners to sporty ones;Novelties of the season;Free ski-model exchange;,€91.80
Bad Ragaz ,2023-12-15,2023-12-17,Ski Economy,;For the price-conscious;Brand skis;,€64.80
Bad Ragaz ,2023-12-15,2023-12-17,Skiboots premium,;Direct force transmission;High Comfort & perfect Footing;Better Performance;,€45.90
Bad Ragaz ,2023-12-15,2023-12-17,Skiboots economy,;Allround ski boot;Comfortable wearing;Excellent driving performance;,€35.10
Bad Ragaz ,2023-12-15,2023-12-17,Alpine touring ski Superior,;Incl. poles and skins;Light weight;Easy to handle;,€118.80
Bad Ragaz ,2023-12-15,2023-12-17,Alpine touring Premium,;Incl. skins and poles;With the best skiservice;For your adventure in the alps;,€91.80
Bad Ragaz ,2023-12-15,2023-12-17,Ski jacket and ski pants,;Best fit & extremely comfortable;Wonderfully warming & super light;Windproof/waterproof & breathable;High-end ski suit for all weather conditions;,€109.00
Bad Ragaz ,2023-12-15,2023-12-17,Alpine touring ski boots Premium,;Touring ski boots of different quality brands;Different sizes available for perfect fit;High wearing comfort on the way to the summit;,€45.90
Bad Ragaz ,2023-12-15,2023-12-17,Ski helmet,;Optimal wearing comfort;Perfect protection;Verified material;,€13.50
Bad Ragaz ,2023-12-15,2023-12-17,Snowboard Premium,;Top Performance;Supporting swing release;Perfect for powder;,€91.80
Bad Ragaz ,2023-12-15,2023-12-17,Snowboard Economy,;Lightweight and stable board;Tolerance for failures;Stable Board;,€64.80
Bad Ragaz ,2023-12-15,2023-12-17,Snowboard Superior,;Unbelieveable edge stability;Extreme Performance;Control in all situations;,€118.80
Bad Ragaz ,2023-12-15,2023-12-17,Snowboard boots economy,;Easy entry & exit;Safe stand;Best processing;,€35.10
Bad Ragaz ,2023-12-15,2023-12-17,Snow shoes incl. poles,;Great natural experience;Easy going on snow;Highest comfort;,€32.40
Obersaxen Mundaun ,2023-12-15,2023-12-15,Ski set Economy,";Skiset (ski, boots, poles);Comfort with little effort;Run with high fault tolerance;Type according to availability;",CHF 52.20
Obersaxen Mundaun ,2023-12-15,2023-12-15,Telemark Ski Premium,;Type according to availability;,CHF 48.60
Obersaxen Mundaun ,2023-12-15,2023-12-15,Ski Premium,;For sporty bargain hunters;A ton of fun on the slopes;Type according to availability;,CHF 48.60
Obersaxen Mundaun ,2023-12-15,2023-12-15,Ski Economy,;For the price-conscious;Type according to availability;,CHF 35.10
Obersaxen Mundaun ,2023-12-15,2023-12-15,Ski Budget,;Type according to availability;,CHF 26.10
Obersaxen Mundaun ,2023-12-15,2023-12-15,Skiboots economy,;Allround ski boot;Comfortable wearing;Excellent driving performance;Type according to availability;,CHF 17.10
Obersaxen Mundaun ,2023-12-15,2023-12-15,Skiboots budget,;For youngsters;Comfortable;Stable but yet soft;,CHF 14.40
Obersaxen Mundaun ,2023-12-15,2023-12-15,Telemark skiboots,;Type according to availability;,CHF 17.10
Obersaxen Mundaun ,2023-12-15,2023-12-15,Cancellation option,;With the cancellation option you can cancel your reservation until 12.00 the day before.;You will get the full rental amount back less the cancellation fee.;,CHF 5.00
Obersaxen Mundaun ,2023-12-15,2023-12-15,Snowboard premium,;Top Performance;Supporting swing release;Perfect for powder;Type according to availability;,CHF 48.60
Obersaxen Mundaun ,2023-12-15,2023-12-15,Snowboard Economy,;Perfect for all levels;Tolerance for failures;Stable Board;Type according to availability;,CHF 35.10
Obersaxen Mundaun ,2023-12-15,2023-12-15,Snowboard Budget,;Perfect for beginners;Tolerant for failures;Stable Board;Type according to availability;,CHF 26.10
Obersaxen Mundaun ,2023-12-15,2023-12-15,Snowboard boots economy,;Easy entry & exit;Safe stand;Best processing;Type according to availability;,CHF 17.10
Obersaxen Mundaun ,2023-12-15,2023-12-15,Snowboardboots budget,;Lightweight;Absolute Comfort;Safe stand;Type according to availability;,CHF 14.40
Obersaxen Mundaun ,2023-12-15,2023-12-15,Snowshoes,;Great natural experience;Easy going on snow;Highest Comfort;,CHF 17.10
Obersaxen Mundaun ,2023-12-15,2023-12-15,Helmet,;Perfect fitting comfort;Perfect protection;Checked for safety;Type according to availability;,CHF 8.10
Obersaxen Mundaun ,2023-12-15,2023-12-16,Ski set Economy,";Skiset (ski, boots, poles);Comfort with little effort;Run with high fault tolerance;Type according to availability;",CHF 100.80
Obersaxen Mundaun ,2023-12-15,2023-12-16,Telemark Ski Premium,;Type according to availability;,CHF 87.30
Obersaxen Mundaun ,2023-12-15,2023-12-16,Ski Premium,;For sporty bargain hunters;A ton of fun on the slopes;Type according to availability;,CHF 87.30
Obersaxen Mundaun ,2023-12-15,2023-12-16,Ski Economy,;For the price-conscious;Type according to availability;,CHF 68.40
Obersaxen Mundaun ,2023-12-15,2023-12-16,Ski Budget,;Type according to availability;,CHF 51.30
Obersaxen Mundaun ,2023-12-15,2023-12-16,Skiboots economy,;Allround ski boot;Comfortable wearing;Excellent driving performance;Type according to availability;,CHF 33.30
Obersaxen Mundaun ,2023-12-15,2023-12-16,Skiboots budget,;For youngsters;Comfortable;Stable but yet soft;,CHF 27.00
Obersaxen Mundaun ,2023-12-15,2023-12-16,Telemark skiboots,;Type according to availability;,CHF 33.30
Obersaxen Mundaun ,2023-12-15,2023-12-16,Cancellation option,;With the cancellation option you can cancel your reservation until 12.00 the day before.;You will get the full rental amount back less the cancellation fee.;,CHF 5.00
Obersaxen Mundaun ,2023-12-15,2023-12-16,Snowboard premium,;Top Performance;Supporting swing release;Perfect for powder;Type according to availability;,CHF 87.30
Obersaxen Mundaun ,2023-12-15,2023-12-16,Snowboard Economy,;Perfect for all levels;Tolerance for failures;Stable Board;Type according to availability;,CHF 68.40
Obersaxen Mundaun ,2023-12-15,2023-12-16,Snowboard Budget,;Perfect for beginners;Tolerant for failures;Stable Board;Type according to availability;,CHF 51.30
Obersaxen Mundaun ,2023-12-15,2023-12-16,Snowboard boots economy,;Easy entry & exit;Safe stand;Best processing;Type according to availability;,CHF 33.30
Obersaxen Mundaun ,2023-12-15,2023-12-16,Snowboardboots budget,;Lightweight;Absolute Comfort;Safe stand;Type according to availability;,CHF 27.00
Obersaxen Mundaun ,2023-12-15,2023-12-16,Snowshoes,;Great natural experience;Easy going on snow;Highest Comfort;,CHF 33.30
Obersaxen Mundaun ,2023-12-15,2023-12-16,Helmet,;Perfect fitting comfort;Perfect protection;Checked for safety;Type according to availability;,CHF 15.30
Obersaxen Mundaun ,2023-12-15,2023-12-17,Ski set Economy,";Skiset (ski, boots, poles);Comfort with little effort;Run with high fault tolerance;Type according to availability;",CHF 126.90
Obersaxen Mundaun ,2023-12-15,2023-12-17,Telemark Ski Premium,;Type according to availability;,CHF 111.60
Obersaxen Mundaun ,2023-12-15,2023-12-17,Ski Premium,;For sporty bargain hunters;A ton of fun on the slopes;Type according to availability;,CHF 111.60
Obersaxen Mundaun ,2023-12-15,2023-12-17,Ski Economy,;For the price-conscious;Type according to availability;,CHF 86.40
Obersaxen Mundaun ,2023-12-15,2023-12-17,Ski Budget,;Type according to availability;,CHF 68.40
Obersaxen Mundaun ,2023-12-15,2023-12-17,Skiboots economy,;Allround ski boot;Comfortable wearing;Excellent driving performance;Type according to availability;,CHF 42.30
Obersaxen Mundaun ,2023-12-15,2023-12-17,Skiboots budget,;For youngsters;Comfortable;Stable but yet soft;,CHF 33.30
Obersaxen Mundaun ,2023-12-15,2023-12-17,Telemark skiboots,;Type according to availability;,CHF 42.30
Obersaxen Mundaun ,2023-12-15,2023-12-17,Cancellation option,;With the cancellation option you can cancel your reservation until 12.00 the day before.;You will get the full rental amount back less the cancellation fee.;,CHF 5.00
Obersaxen Mundaun ,2023-12-15,2023-12-17,Snowboard premium,;Top Performance;Supporting swing release;Perfect for powder;Type according to availability;,CHF 111.60
Obersaxen Mundaun ,2023-12-15,2023-12-17,Snowboard Economy,;Perfect for all levels;Tolerance for failures;Stable Board;Type according to availability;,CHF 86.40
Obersaxen Mundaun ,2023-12-15,2023-12-17,Snowboard Budget,;Perfect for beginners;Tolerant for failures;Stable Board;Type according to availability;,CHF 68.40
Obersaxen Mundaun ,2023-12-15,2023-12-17,Snowboard boots economy,;Easy entry & exit;Safe stand;Best processing;Type according to availability;,CHF 42.30
Obersaxen Mundaun ,2023-12-15,2023-12-17,Snowboardboots budget,;Lightweight;Absolute Comfort;Safe stand;Type according to availability;,CHF 33.30
Obersaxen Mundaun ,2023-12-15,2023-12-17,Snowshoes,;Great natural experience;Easy going on snow;Highest Comfort;,CHF 42.30
Obersaxen Mundaun ,2023-12-15,2023-12-17,Helmet,;Perfect fitting comfort;Perfect protection;Checked for safety;Type according to availability;,CHF 18.90
La Fouly ,2023-12-15,2023-12-15,Ski Superior,;For skiers who want something special;High end skis from this season;Free ski-model exchange;Free daily service;,€32.40
La Fouly ,2023-12-15,2023-12-15,Ski Premium,;For beginners to sporty ones;Novelties of the season;Free ski-model exchange;,€26.10
La Fouly ,2023-12-15,2023-12-15,Ski Economy,;For the price-conscious;Brand skis;,€23.40
La Fouly ,2023-12-15,2023-12-15,Skiboots economy,;Allround ski boot;Comfortable wearing;Excellent driving performance;,€10.80
La Fouly ,2023-12-15,2023-12-15,Alpine touring ski,;With skins and poles;With the best skiservice;For your adventure in the alps;,€32.40
La Fouly ,2023-12-15,2023-12-15,Ski jacket and ski pants,;Best fit & extremely comfortable;Wonderfully warming & super light;Windproof/waterproof & breathable;High-end ski suit for all weather conditions;,€45.00
La Fouly ,2023-12-15,2023-12-15,Alpine touring ski boots,;perfect fitting touring boots;the newest models of the season;different brands;,€10.80
La Fouly ,2023-12-15,2023-12-15,Ski helmet,;Optimal wearing comfort;Perfect protection;Verified material;,€6.30
La Fouly ,2023-12-15,2023-12-15,Snowboard Economy,;Lightweight and stable board;Tolerance for failures;Stable Board;,€23.40
La Fouly ,2023-12-15,2023-12-15,Snowboard boots Premium,;Direct Power Transmission;Safe stand & warm feet;Maximum heel stability;,€10.80
La Fouly ,2023-12-15,2023-12-15,Snowblades,;Extreme sidecut;For turning and reversing;Max. length 90cm;Very narrow radius;,€13.50
La Fouly ,2023-12-15,2023-12-15,Snow shoes incl. poles,;Great natural experience;Easy going on snow;Highest comfort;,€10.80
La Fouly ,2023-12-15,2023-12-15,Skating shoes,;Suitable for skating rinks & natural ice.;For beginners and pro's;Perfect fitting;,€5.40
La Fouly ,2023-12-15,2023-12-16,Ski Superior,;For skiers who want something special;High end skis from this season;Free ski-model exchange;Free daily service;,€59.40
La Fouly ,2023-12-15,2023-12-16,Ski Premium,;For beginners to sporty ones;Novelties of the season;Free ski-model exchange;,€51.30
La Fouly ,2023-12-15,2023-12-16,Ski Economy,;For the price-conscious;Brand skis;,€42.30
La Fouly ,2023-12-15,2023-12-16,Skiboots economy,;Allround ski boot;Comfortable wearing;Excellent driving performance;,€20.70
La Fouly ,2023-12-15,2023-12-16,Alpine touring ski,;With skins and poles;With the best skiservice;For your adventure in the alps;,€59.40
La Fouly ,2023-12-15,2023-12-16,Ski jacket and ski pants,;Best fit & extremely comfortable;Wonderfully warming & super light;Windproof/waterproof & breathable;High-end ski suit for all weather conditions;,€79.00
La Fouly ,2023-12-15,2023-12-16,Alpine touring ski boots,;perfect fitting touring boots;the newest models of the season;different brands;,€20.70
La Fouly ,2023-12-15,2023-12-16,Ski helmet,;Optimal wearing comfort;Perfect protection;Verified material;,€10.80
La Fouly ,2023-12-15,2023-12-16,Snowboard Economy,;Lightweight and stable board;Tolerance for failures;Stable Board;,€42.30
La Fouly ,2023-12-15,2023-12-16,Snowboard boots Premium,;Direct Power Transmission;Safe stand & warm feet;Maximum heel stability;,€20.70
La Fouly ,2023-12-15,2023-12-16,Snowblades,;Extreme sidecut;For turning and reversing;Max. length 90cm;Very narrow radius;,€26.10
La Fouly ,2023-12-15,2023-12-16,Snow shoes incl. poles,;Great natural experience;Easy going on snow;Highest comfort;,€20.70
La Fouly ,2023-12-15,2023-12-16,Skating shoes,;Suitable for skating rinks & natural ice.;For beginners and pro's;Perfect fitting;,€8.10
La Fouly ,2023-12-15,2023-12-17,Ski Superior,;For skiers who want something special;High end skis from this season;Free ski-model exchange;Free daily service;,€83.70
La Fouly ,2023-12-15,2023-12-17,Ski Premium,;For beginners to sporty ones;Novelties of the season;Free ski-model exchange;,€74.70
La Fouly ,2023-12-15,2023-12-17,Ski Economy,;For the price-conscious;Brand skis;,€61.20
La Fouly ,2023-12-15,2023-12-17,Skiboots economy,;Allround ski boot;Comfortable wearing;Excellent driving performance;,€26.10
La Fouly ,2023-12-15,2023-12-17,Alpine touring ski,;With skins and poles;With the best skiservice;For your adventure in the alps;,€83.70
La Fouly ,2023-12-15,2023-12-17,Ski jacket and ski pants,;Best fit & extremely comfortable;Wonderfully warming & super light;Windproof/waterproof & breathable;High-end ski suit for all weather conditions;,€109.00
La Fouly ,2023-12-15,2023-12-17,Alpine touring ski boots,;perfect fitting touring boots;the newest models of the season;different brands;,€26.10
La Fouly ,2023-12-15,2023-12-17,Ski helmet,;Optimal wearing comfort;Perfect protection;Verified material;,€14.40
La Fouly ,2023-12-15,2023-12-17,Snowboard Economy,;Lightweight and stable board;Tolerance for failures;Stable Board;,€61.20
La Fouly ,2023-12-15,2023-12-17,Snowboard boots Premium,;Direct Power Transmission;Safe stand & warm feet;Maximum heel stability;,€26.10
La Fouly ,2023-12-15,2023-12-17,Snowblades,;Extreme sidecut;For turning and reversing;Max. length 90cm;Very narrow radius;,€35.10
La Fouly ,2023-12-15,2023-12-17,Snow shoes incl. poles,;Great natural experience;Easy going on snow;Highest comfort;,€26.10
La Fouly ,2023-12-15,2023-12-17,Skating shoes,;Suitable for skating rinks & natural ice.;For beginners and pro's;Perfect fitting;,€10.80
Les Mosses ,2023-12-15,2023-12-15,Ski Exclusive,;Highest Quality & innovative technology;Direct power transmission;Power for sporting descents;Type according to availability;,CHF 53.10
Les Mosses ,2023-12-15,2023-12-15,Ski Test,;rent the newest models to test;Models can be changed as often as desired on the day of rental;,CHF 57.60
Les Mosses ,2023-12-15,2023-12-15,Ski Premium,;For sporty bargain hunters;A ton of fun on the slopes;Type according to availability;,CHF 53.10
Les Mosses ,2023-12-15,2023-12-15,Ski Economy,;For the price-conscious;Type according to availability;,CHF 37.80
Les Mosses ,2023-12-15,2023-12-15,Ski Budget,;Type according to availability;,CHF 27.00
Les Mosses ,2023-12-15,2023-12-15,Skiboots premium,;Direct force transmission;High Comfort & perfect Footing;Better Performance;Type according to availability;,CHF 17.10
Les Mosses ,2023-12-15,2023-12-15,Skiboots economy,;Allround ski boot;Comfortable wearing;Excellent driving performance;Type according to availability;,CHF 14.40
Les Mosses ,2023-12-15,2023-12-15,Touring Ski exklusiv,;Type according to availability;incl. skins and poles;,CHF 53.10
Les Mosses ,2023-12-15,2023-12-15,Cancellation option,;With the cancellation option you can cancel your reservation until 12.00 the day before.;You will get the full rental amount back less the cancellation fee.;,CHF 5.00
Les Mosses ,2023-12-15,2023-12-15,Snowboard Budget,;Perfect for beginners;Tolerant for failures;Stable Board;Type according to availability;,CHF 27.90
Les Mosses ,2023-12-15,2023-12-15,Snowboard boots economy,;Easy entry & exit;Safe stand;Best processing;Type according to availability;,CHF 14.40
Les Mosses ,2023-12-15,2023-12-15,Helmet,;Perfect fitting comfort;Perfect protection;Checked for safety;Type according to availability;,CHF 8.10
Les Mosses ,2023-12-15,2023-12-16,Ski Exclusive,;Highest Quality & innovative technology;Direct power transmission;Power for sporting descents;Type according to availability;,CHF 95.40
Les Mosses ,2023-12-15,2023-12-16,Ski Test,;rent the newest models to test;Models can be changed as often as desired on the day of rental;,CHF 104.40
Les Mosses ,2023-12-15,2023-12-16,Ski Premium,;For sporty bargain hunters;A ton of fun on the slopes;Type according to availability;,CHF 95.40
Les Mosses ,2023-12-15,2023-12-16,Ski Economy,;For the price-conscious;Type according to availability;,CHF 72.00
Les Mosses ,2023-12-15,2023-12-16,Ski Budget,;Type according to availability;,CHF 50.40
Les Mosses ,2023-12-15,2023-12-16,Skiboots premium,;Direct force transmission;High Comfort & perfect Footing;Better Performance;Type according to availability;,CHF 32.40
Les Mosses ,2023-12-15,2023-12-16,Skiboots economy,;Allround ski boot;Comfortable wearing;Excellent driving performance;Type according to availability;,CHF 27.00
Les Mosses ,2023-12-15,2023-12-16,Touring Ski exklusiv,;Type according to availability;incl. skins and poles;,CHF 95.40
Les Mosses ,2023-12-15,2023-12-16,Cancellation option,;With the cancellation option you can cancel your reservation until 12.00 the day before.;You will get the full rental amount back less the cancellation fee.;,CHF 5.00
Les Mosses ,2023-12-15,2023-12-16,Snowboard Budget,;Perfect for beginners;Tolerant for failures;Stable Board;Type according to availability;,CHF 54.00
Les Mosses ,2023-12-15,2023-12-16,Snowboard boots economy,;Easy entry & exit;Safe stand;Best processing;Type according to availability;,CHF 27.00
Les Mosses ,2023-12-15,2023-12-16,Helmet,;Perfect fitting comfort;Perfect protection;Checked for safety;Type according to availability;,CHF 14.40
Les Mosses ,2023-12-15,2023-12-17,Ski Exclusive,;Highest Quality & innovative technology;Direct power transmission;Power for sporting descents;Type according to availability;,CHF 121.50
Les Mosses ,2023-12-15,2023-12-17,Ski Test,;rent the newest models to test;Models can be changed as often as desired on the day of rental;,CHF 133.20
Les Mosses ,2023-12-15,2023-12-17,Ski Premium,;For sporty bargain hunters;A ton of fun on the slopes;Type according to availability;,CHF 121.50
Les Mosses ,2023-12-15,2023-12-17,Ski Economy,;For the price-conscious;Type according to availability;,CHF 90.00
Les Mosses ,2023-12-15,2023-12-17,Ski Budget,;Type according to availability;,CHF 63.90
Les Mosses ,2023-12-15,2023-12-17,Skiboots premium,;Direct force transmission;High Comfort & perfect Footing;Better Performance;Type according to availability;,CHF 42.30
Les Mosses ,2023-12-15,2023-12-17,Skiboots economy,;Allround ski boot;Comfortable wearing;Excellent driving performance;Type according to availability;,CHF 33.30
Les Mosses ,2023-12-15,2023-12-17,Touring Ski exklusiv,;Type according to availability;incl. skins and poles;,CHF 121.50
Les Mosses ,2023-12-15,2023-12-17,Cancellation option,;With the cancellation option you can cancel your reservation until 12.00 the day before.;You will get the full rental amount back less the cancellation fee.;,CHF 5.00
Les Mosses ,2023-12-15,2023-12-17,Snowboard Budget,;Perfect for beginners;Tolerant for failures;Stable Board;Type according to availability;,CHF 67.50
Les Mosses ,2023-12-15,2023-12-17,Snowboard boots economy,;Easy entry & exit;Safe stand;Best processing;Type according to availability;,CHF 33.30
Les Mosses ,2023-12-15,2023-12-17,Helmet,;Perfect fitting comfort;Perfect protection;Checked for safety;Type according to availability;,CHF 18.00
Les Marécottes ,2023-12-15,2023-12-15,Ski Exclusive,;Highest Quality & innovative technology;Direct power transmission;Power for sporting descents;Type according to availability;,CHF 53.10
Les Marécottes ,2023-12-15,2023-12-15,Ski Test,;rent the newest models to test;Models can be changed as often as desired on the day of rental;,CHF 57.60
Les Marécottes ,2023-12-15,2023-12-15,Ski Premium,;For sporty bargain hunters;A ton of fun on the slopes;Type according to availability;,CHF 53.10
Les Marécottes ,2023-12-15,2023-12-15,Ski Economy,;For the price-conscious;Type according to availability;,CHF 37.80
Les Marécottes ,2023-12-15,2023-12-15,Ski Budget,;Type according to availability;,CHF 27.00
Les Marécottes ,2023-12-15,2023-12-15,Skiboots premium,;Direct force transmission;High Comfort & perfect Footing;Better Performance;Type according to availability;,CHF 17.10
Les Marécottes ,2023-12-15,2023-12-15,Skiboots economy,;Allround ski boot;Comfortable wearing;Excellent driving performance;Type according to availability;,CHF 14.40
Les Marécottes ,2023-12-15,2023-12-15,Touring Ski exklusiv,;Type according to availability;incl. skins and poles;,CHF 53.10
Les Marécottes ,2023-12-15,2023-12-15,Cancellation option,;With the cancellation option you can cancel your reservation until 12.00 the day before.;You will get the full rental amount back less the cancellation fee.;,CHF 5.00
Les Marécottes ,2023-12-15,2023-12-15,Snowboard Budget,;Perfect for beginners;Tolerant for failures;Stable Board;Type according to availability;,CHF 27.90
Les Marécottes ,2023-12-15,2023-12-15,Snowboard boots economy,;Easy entry & exit;Safe stand;Best processing;Type according to availability;,CHF 14.40
Les Marécottes ,2023-12-15,2023-12-15,Helmet,;Perfect fitting comfort;Perfect protection;Checked for safety;Type according to availability;,CHF 8.10
Les Marécottes ,2023-12-15,2023-12-16,Ski Exclusive,Highest Quality & innovative technology__Direct power transmission__Power for sporting descents__Type according to availability;,CHF 95.40
Les Marécottes ,2023-12-15,2023-12-16,Ski Premium,For sporty bargain hunters__A ton of fun on the slopes__Type according to availability;,CHF 95.40
Les Marécottes ,2023-12-15,2023-12-16,Ski Test,rent the newest models to test__Models can be changed as often as desired on the day of rental;,CHF 104.40
Les Marécottes ,2023-12-15,2023-12-16,Ski Economy,For the price-conscious__Type according to availability;,CHF 72.00
Les Marécottes ,2023-12-15,2023-12-16,Ski Budget,Type according to availability;,CHF 50.40
Les Marécottes ,2023-12-15,2023-12-16,Skiboots premium,Direct force transmission__High Comfort & perfect Footing__Better Performance__Type according to availability;,CHF 32.40
Les Marécottes ,2023-12-15,2023-12-16,Skiboots economy,Allround ski boot__Comfortable wearing__Excellent driving performance__Type according to availability;,CHF 27.00
Les Marécottes ,2023-12-15,2023-12-16,Touring Ski exklusiv,Type according to availability__incl. skins and poles;,CHF 95.40
Les Marécottes ,2023-12-15,2023-12-16,Cancellation option,With the cancellation option you can cancel your reservation until 12.00 the day before.__You will get the full rental amount back less the cancellation fee.;,CHF 5.00
Les Marécottes ,2023-12-15,2023-12-16,Snowboard Budget,Perfect for beginners__Tolerant for failures__Stable Board__Type according to availability;,CHF 54.00
Les Marécottes ,2023-12-15,2023-12-16,Snowboard boots economy,Easy entry & exit__Safe stand__Best processing__Type according to availability;,CHF 27.00
Les Marécottes ,2023-12-15,2023-12-16,Helmet,Perfect fitting comfort__Perfect protection__Checked for safety__Type according to availability;,CHF 14.40
Les Marécottes ,2023-12-15,2023-12-17,Ski Exclusive,Highest Quality & innovative technology__Direct power transmission__Power for sporting descents__Type according to availability;,CHF 121.50
Les Marécottes ,2023-12-15,2023-12-17,Ski Premium,For sporty bargain hunters__A ton of fun on the slopes__Type according to availability;,CHF 121.50
Les Marécottes ,2023-12-15,2023-12-17,Ski Test,rent the newest models to test__Models can be changed as often as desired on the day of rental;,CHF 133.20
Les Marécottes ,2023-12-15,2023-12-17,Ski Economy,For the price-conscious__Type according to availability;,CHF 90.00
Les Marécottes ,2023-12-15,2023-12-17,Ski Budget,Type according to availability;,CHF 63.90
Les Marécottes ,2023-12-15,2023-12-17,Skiboots premium,Direct force transmission__High Comfort & perfect Footing__Better Performance__Type according to availability;,CHF 42.30
Les Marécottes ,2023-12-15,2023-12-17,Skiboots economy,Allround ski boot__Comfortable wearing__Excellent driving performance__Type according to availability;,CHF 33.30
Les Marécottes ,2023-12-15,2023-12-17,Touring Ski exklusiv,Type according to availability__incl. skins and poles;,CHF 121.50
Les Marécottes ,2023-12-15,2023-12-17,Cancellation option,With the cancellation option you can cancel your reservation until 12.00 the day before.__You will get the full rental amount back less the cancellation fee.;,CHF 5.00
Les Marécottes ,2023-12-15,2023-12-17,Snowboard Budget,Perfect for beginners__Tolerant for failures__Stable Board__Type according to availability;,CHF 67.50
Les Marécottes ,2023-12-15,2023-12-17,Snowboard boots economy,Easy entry & exit__Safe stand__Best processing__Type according to availability;,CHF 33.30
Les Marécottes ,2023-12-15,2023-12-17,Helmet,Perfect fitting comfort__Perfect protection__Checked for safety__Type according to availability;,CHF 18.00
Aletsch Arena ,2023-12-15,2023-12-15,Ski Superior,For skiers who want something special__High end skis from this season__Free ski-model exchange__Free daily service;,€36.90
Aletsch Arena ,2023-12-15,2023-12-15,Ski Premium,For beginners to sporty ones__Novelties of the season__Free ski-model exchange;,€31.50
Aletsch Arena ,2023-12-15,2023-12-15,Ski Economy,For the price-conscious__Brand skis;,€27.90
Aletsch Arena ,2023-12-15,2023-12-15,Skiboots premium,Direct force transmission__High Comfort & perfect Footing__Better Performance;,€18.90
Aletsch Arena ,2023-12-15,2023-12-15,Skiboots economy,Allround ski boot__Comfortable wearing__Excellent driving performance;,€15.30
Aletsch Arena ,2023-12-15,2023-12-15,Alpine touring Premium,Incl. skins and poles__With the best skiservice__For your adventure in the alps;,€26.10
Aletsch Arena ,2023-12-15,2023-12-15,Ski jacket and ski pants,Best fit & extremely comfortable__Wonderfully warming & super light__Windproof/waterproof & breathable__High-end ski suit for all weather conditions;,€45.00
Aletsch Arena ,2023-12-15,2023-12-15,Alpine touring ski boots,perfect fitting touring boots__the newest models of the season__different brands;,€18.90
Aletsch Arena ,2023-12-15,2023-12-15,Ski helmet,Optimal wearing comfort__Perfect protection__Verified material;,€9.90
Aletsch Arena ,2023-12-15,2023-12-15,Snowboard Premium,Top Performance__Supporting swing release__Perfect for powder;,€31.50
Aletsch Arena ,2023-12-15,2023-12-15,Snowboard Economy,Lightweight and stable board__Tolerance for failures__Stable Board;,€27.90
Aletsch Arena ,2023-12-15,2023-12-15,Snowboard boots economy,Easy entry & exit__Safe stand__Best processing;,€15.30
Aletsch Arena ,2023-12-15,2023-12-15,Snow shoes incl. poles,Great natural experience__Easy going on snow__Highest comfort;,€13.50
Aletsch Arena ,2023-12-15,2023-12-16,Ski Superior,For skiers who want something special__High end skis from this season__Free ski-model exchange__Free daily service;,€71.10
Aletsch Arena ,2023-12-15,2023-12-16,Ski Premium,For beginners to sporty ones__Novelties of the season__Free ski-model exchange;,€60.30
Aletsch Arena ,2023-12-15,2023-12-16,Ski Economy,For the price-conscious__Brand skis;,€53.10
Aletsch Arena ,2023-12-15,2023-12-16,Skiboots premium,Direct force transmission__High Comfort & perfect Footing__Better Performance;,€36.00
Aletsch Arena ,2023-12-15,2023-12-16,Skiboots economy,Allround ski boot__Comfortable wearing__Excellent driving performance;,€28.80
Aletsch Arena ,2023-12-15,2023-12-16,Alpine touring Premium,Incl. skins and poles__With the best skiservice__For your adventure in the alps;,€50.40
Aletsch Arena ,2023-12-15,2023-12-16,Ski jacket and ski pants,Best fit & extremely comfortable__Wonderfully warming & super light__Windproof/waterproof & breathable__High-end ski suit for all weather conditions;,€79.00
